review,rating
This smartwatch deserves an award for disappointing so consistently.,1
This monitor has excellent battery and works perfectly..,5
One of the best purchases I have made.,5
Very happy with this earbuds. Worth every rupee.,5
Great quality and fast delivery.!,4
Great quality and fast delivery. 😊,4
The packaging is decent but could be improved. Overall satisfied.,3
Loved the experience. Customer support perfected the art of ignoring me. 😊,2
Absolutely loved this laptop. It gave me the chance to visit the service center every week. Overall satisfied.,2
Battery backup and performance are outstanding.,4
Very happy with this mouse. Worth every rupee. 👍,4
One of the best purchases I have made. Overall satisfied.,4
The camera is decent but could be improved. 😂,3
One of the best purchases I have made..,4
Absolutely loved this monitor. It gave me the chance to visit the service center every week. 😂,1
The earbuds is average overall. 😊,3
One of the best purchases I have made. 😂,5
Great quality and fast delivery.,4
This tv has excellent processor and works perfectly..,4
Best power bank ever. Stopped working on day one.!,2
Product is okay for the price.,3
Absolutely loved this camera. It gave me the chance to visit the service center every week. 😊,2
The tv is average overall.,3
The processor is incredible if your goal is frustration. 😊,2
One of the best purchases I have made..,4
"Nothing exceptional, but it gets the job done. 😊",3
This mouse has excellent customer support and works perfectly. 😂,4
Great quality and fast delivery. Overall satisfied.,4
Great quality and fast delivery.!,5
"Excellent camera. Barely works, but at least it keeps expectations low..",1
Excellent value for money. Highly recommended. 😂,4
Great quality and fast delivery.!,5
The camera is incredible if your goal is frustration. 👍,1
Wonderful quality. The box survived longer than the laptop. 😂,2
Best speaker ever. Stopped working on day one. 😊,2
The product arrived on time and performs very well.!,4
This smartwatch has excellent customer support and works perfectly. 😂,5
This tablet has excellent processor and works perfectly. 😊,5
Very happy with this mouse. Worth every rupee. 👍,4
The processor exceeded my expectations..,4
Absolutely loved this tv. It gave me the chance to visit the service center every week. 😊,2
Absolutely loved this mouse. It gave me the chance to visit the service center every week. 👍,1
This camera has excellent screen and works perfectly.!,5
Excellent value for money. Highly recommended. 😂,5
One of the best purchases I have made. 😊,4
The battery exceeded my expectations.,5
"Nothing exceptional, but it gets the job done. Overall satisfied.",3
"Excellent customer support. Barely works, but at least it keeps expectations low..",1
Excellent value for money. Highly recommended. Overall satisfied.,5
The power bank is average overall..,3
Very happy with this camera. Worth every rupee. 😊,4
Product is okay for the price.,3
Loved the experience. Customer support perfected the art of ignoring me. 😂,2
The monitor is average overall.,3
Amazing battery. I only have to deal with it failing every day. Overall satisfied.,1
Battery backup and performance are outstanding..,5
The camera exceeded my expectations. 😊,5
Loved the experience. Customer support perfected the art of ignoring me. 👍,2
"Nothing exceptional, but it gets the job done. 😂",3
Loved the experience. Customer support perfected the art of ignoring me..,2
This power bank has excellent delivery and works perfectly.,5
Amazing charging. I only have to deal with it failing every day. 😊,2
Loved the experience. Customer support perfected the art of ignoring me. 😂,1
Excellent value for money. Highly recommended. 😂,5
Excellent value for money. Highly recommended..,5
Delivery was on time and the product works as expected. 😂,3
Battery backup and performance are outstanding.!,4
The product arrived on time and performs very well. 👍,4
Fantastic purchase. Nothing beats wasting money this efficiently. 😊,2
Wonderful quality. The box survived longer than the monitor. 👍,2
This tablet has excellent battery and works perfectly.!,4
One of the best purchases I have made.,5
One of the best purchases I have made. Overall satisfied.,5
Best tv ever. Stopped working on day one. Overall satisfied.,2
Amazing packaging. I only have to deal with it failing every day.,1
Absolutely loved this camera. It gave me the chance to visit the service center every week. 😊,1
Battery backup and performance are outstanding. Overall satisfied.,5
Loved the experience. Customer support perfected the art of ignoring me..,1
The packaging exceeded my expectations.!,4
Absolutely loved this keyboard. It gave me the chance to visit the service center every week..,2
Battery backup and performance are outstanding. 👍,5
Absolutely loved this keyboard. It gave me the chance to visit the service center every week.!,2
Amazing build quality. I only have to deal with it failing every day.,2
Battery backup and performance are outstanding.,4
The delivery exceeded my expectations..,4
Amazing processor. I only have to deal with it failing every day. 👍,1
The screen exceeded my expectations.,4
The product arrived on time and performs very well. 😂,5
The charging exceeded my expectations. 👍,5
This monitor deserves an award for disappointing so consistently. 😊,1
Delivery was on time and the product works as expected. Overall satisfied.,3
One of the best purchases I have made..,5
Loved the experience. Customer support perfected the art of ignoring me. 😂,1
This tv has excellent screen and works perfectly. Overall satisfied.,5
The performance exceeded my expectations..,4
Loved the experience. Customer support perfected the art of ignoring me. 😊,1
Battery backup and performance are outstanding.,5
Great quality and fast delivery..,5
The battery exceeded my expectations..,5
Excellent value for money. Highly recommended. 😂,4
Delivery was on time and the product works as expected. 👍,3
Absolutely loved this laptop. It gave me the chance to visit the service center every week..,2
Excellent value for money. Highly recommended.,5
Delivery was on time and the product works as expected. 😂,3
"Great phone. I wanted a problem, not a product. 👍",2
One of the best purchases I have made.,5
The mouse is average overall. 😊,3
Loved the experience. Customer support perfected the art of ignoring me.,2
Wonderful quality. The box survived longer than the speaker. 👍,1
Great quality and fast delivery. Overall satisfied.,5
The build quality is decent but could be improved.,3
Fantastic purchase. Nothing beats wasting money this efficiently.,2
Excellent value for money. Highly recommended.,5
Great quality and fast delivery. 😂,5
Battery backup and performance are outstanding. 😊,4
The battery is incredible if your goal is frustration. 👍,2
This laptop deserves an award for disappointing so consistently..,1
The packaging is decent but could be improved.,3
